SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2378.0,4.0,3.0,Suburb,1996.0,384700
1961.0,3.0,2.0,Suburb,2010.0,349100
4133.0,6.0,5.0,Rural,1996.0,597400
2017.0,1.0,1.0,Suburb,1958.0,278600
824.0,1.0,1.0, Urban,2011.0,162600
1961.0,3.0,2.0,Rural,1964.0,300900
3174.0,4.0,3.0,Urban,1968.0,522100
2400.0,4.0,3.0,Urban,1967.0,467200
799.0,1.0,1.0,Suburb,2018.0,163700
2708.0,4.0,3.0,Suburb,1998.0,465300
1594.0,3.0,1.0,Rural,1987.0,199600
3002.0,5.0,4.0,Suburb,2001.0,436500
1449.0,3.0,2.0,Suburb,1950.0,227200
3809.0,5.0,3.0,Suburb,2018.0,565100
2528.0,3.0,2.0,Rural,1967.0,321800
2489.0,3.0,2.0,Suburb,1967.0,361400
1557.0,2.0,1.0,Suburb,1964.0,206100
1922.0,4.0,3.0,Rural,1975.0,236800
1582.0,2.0,2.0,Suburb,1991.0,248800
1369.0,2.0,2.0,Rural,1971.0,178800
3241.0,6.0,4.0,Urban,1987.0,558900
3647.0,6.0,5.0,Rural,2006.0,559600
4017.0,6.0,5.0,Rural,1971.0,601200
3478.0,6.0,5.0,Urban,2015.0,587200
805.0,1.0,1.0,Urban,1994.0,208100
3299.0,5.0,4.0,Rural,1978.0,464300
3738.0,6.0,5.0,Rural,2012.0,555000
1743.0,3.0,3.0,Suburb,1966.0,338400
1640.0,3.0,2.0,Suburb,1974.0,264600
2389.0,3.0,2.0,Rural,1963.0,329100
3192.0,5.0,4.0,Suburb,2005.0,458300
3286.0,6.0,5.0,Suburb,1965.0,484400
3563.0,4.0,3.0,Urban,1985.0,544400
3594.0,5.0,5.0,Suburb,1958.0,564100
4029.0,6.0,5.0,Rural,2018.0,622000
1564.0,3.0,2.0,Urban,1988.0,287600
2516.0,4.0,3.0,Urban,2010.0,456600
3185.0,5.0,4.0,Suburb,2021.0,484700
3127.0,6.0,5.0,Urban,1998.0,525500
3384.0,5.0,4.0,Suburb,2013.0,508800
2033.0,3.0,2.0,Rural,1959.0,267700
2175.0,3.0,3.0,Urban,1964.0,392500
3719.0,5.0,4.0,Urban,1975.0,581800
2418.0,4.0,3.0,Suburb,1967.0,380300
3439.0,5.0,4.0,Urban,1979.0,562200
1985.0,3.0,2.0,Urban,1959.0,333100
1709.0,2.0,2.0,Urban,1968.0,276000
1742.0,2.0,2.0,Urban,2003.0,286000
3127.0,5.0,5.0,Suburb,1989.0,512400
756.0,1.0,1.0,Suburb,2011.0,158800
3324.0,5.0,4.0,Suburb,2019.0,531200
4078.0,6.0,4.0,Urban,1969.0,602900
3834.0,5.0,3.0,Suburb,1989.0,563200
2050.0,4.0,3.0,Suburb,1951.0,348700
4194.0,6.0,5.0,Rural,1962.0,610300
868.0,1.0,1.0,Suburb,1995.0,143700
3222.0,5.0,3.0,Suburb,2016.0,497700
969.0,2.0,2.0,Urban,1977.0,240600
3588.0,5.0,4.0,Suburb,2019.0,530400
3357.0,5.0,4.0,Rural,1951.0,491700
1880.0,3.0,2.0,Urban,1989.0,326200
3122.0,5.0,3.0,Rural,1964.0,471900
3951.0,5.0,4.0,Rural,1985.0,595300
2115.0,4.0,3.0,Rural,1955.0,319400
3722.0,6.0,4.0,Urban,1981.0,634100
3409.0,5.0,4.0,Urban,1983.0,556700
1275.0,3.0,3.0,Urban,1959.0,272000
3550.0,6.0,4.0,Suburb,1981.0,530000
3384.0,5.0,4.0,Urban,1977.0,552400
3672.0,5.0,4.0,Urban,1976.0,558400
2505.0,4.0,4.0,Rural,2014.0,399200
3685.0,6.0,4.0,Suburb,1996.0,568700
3614.0,6.0,4.0,Suburb,1978.0,529500
3050.0,5.0,3.0,Urban,1981.0,532300
3750.0,6.0,4.0,Rural,1960.0,522300
1826.0,3.0,2.0,Suburb,2015.0,297700
689.0,1.0,1.0,Urban,1967.0,115300
2530.0,3.0,3.0,Rural,2014.0,354000
3702.0,6.0,4.0,Suburb,2021.0,578500
1530.0,2.0,1.0,Urban,1990.0,245800
1295.0,2.0,1.0,Urban,2020.0,277100
4096.0,6.0,4.0,Suburb,2002.0,619700
716.0,2.0,1.0,Suburb,1958.0,108200
2506.0,4.0,3.0,Suburb,1975.0,373700
3476.0,6.0,4.0,Rural,2004.0,543600
3796.0,5.0,3.0,Suburb,2001.0,534100
2190.0,3.0,3.0,Suburb,1981.0,316300
3960.0,6.0,4.0,Urban,1979.0,609100
2582.0,4.0,5.0,Urban,1992.0,508100
3474.0,6.0,5.0,Suburb,2020.0,571300
4075.0,6.0,4.0,Urban,1987.0,619400
2257.0,4.0,3.0,Rural,1953.0,373000
1530.0,1.0,1.0,Urban,1977.0,258900
2633.0,5.0,4.0,Rural,1957.0,385200
2787.0,5.0,3.0,Suburb,2002.0,440100
3627.0,6.0,5.0,Suburb,2014.0,579800
3900.0,6.0,5.0,Suburb,2017.0,602300
2549.0,5.0,3.0,Urban,1967.0,410400
754.0,2.0,3.0,Urban,1959.0,208500
3728.0,6.0,5.0,Rural,1969.0,590000
2757.0,4.0,3.0,Suburb,1985.0,403400
1257.0,1.0,1.0,Urban,1958.0,226300
3534.0,4.0,3.0,Suburb,1981.0,482000
2698.0,5.0,4.0,Suburb,1968.0,455000
2009.0,2.0,1.0,Suburb,1975.0,259200
